question=['athens' 'greece' 'bangkok' 'thailand'], predicted=thailand
question=['horse' 'horses' 'woman' 'women'], predicted=women
question=['horse' 'horses' 'bird' 'birds'], predicted=birds
question=['horse' 'horses' 'bottle' 'bottles'], predicted=bottles
question=['horse' 'horses' 'building' 'buildings'], predicted=buildings
question=['horse' 'horses' 'car' 'cars'], predicted=cars
question=['horse' 'horses' 'cat' 'cats'], predicted=cats
question=['horse' 'horses' 'child' 'children'], predicted=children
question=['horse' 'horses' 'cloud' 'clouds'], predicted=clouds
question=['horse' 'horses' 'color' 'colors'], predicted=colors
question=['horse' 'horses' 'computer' 'computers'], predicted=computers
question=['horse' 'horses' 'dog' 'dogs'], predicted=dogs
question=['horse' 'horses' 'dream' 'dreams'], predicted=dreams
question=['horse' 'horses' 'elephant' 'elephants'], predicted=elephants
question=['horse' 'horses' 'finger' 'fingers'], predicted=fingers
question=['horse' 'horses' 'goat' 'goats'], predicted=goats
question=['lion' 'lions' 'machine' 'machines'], predicted=machines
question=['lion' 'lions' 'pig' 'pigs'], predicted=pigs
question=['lion' 'lions' 'bird' 'birds'], predicted=birds
question=['lion' 'lions' 'bottle' 'bottles'], predicted=bottles
question=['lion' 'lions' 'building' 'buildings'], predicted=buildings
question=['lion' 'lions' 'car' 'cars'], predicted=cars
question=['lion' 'lions' 'cat' 'cats'], predicted=cats
question=['lion' 'lions' 'color' 'colors'], predicted=colors
question=['lion' 'lions' 'computer' 'computers'], predicted=computers
question=['lion' 'lions' 'dog' 'dogs'], predicted=dogs
question=['lion' 'lions' 'eagle' 'eagles'], predicted=eagles
question=['lion' 'lions' 'elephant' 'elephants'], predicted=elephants
question=['lion' 'lions' 'finger' 'fingers'], predicted=fingers
question=['lion' 'lions' 'horse' 'horses'], predicted=horses
question=['machine' 'machines' 'mouse' 'mice'], predicted=mice
question=['machine' 'machines' 'pig' 'pigs'], predicted=pigs
question=['machine' 'machines' 'road' 'roads'], predicted=roads
question=['machine' 'machines' 'bird' 'birds'], predicted=birds
question=['machine' 'machines' 'bottle' 'bottles'], predicted=bottles
question=['machine' 'machines' 'building' 'buildings'], predicted=buildings
question=['machine' 'machines' 'car' 'cars'], predicted=cars
question=['machine' 'machines' 'cat' 'cats'], predicted=cats
question=['machine' 'machines' 'child' 'children'], predicted=children
question=['machine' 'machines' 'cloud' 'clouds'], predicted=clouds
question=['machine' 'machines' 'color' 'colors'], predicted=colors
question=['machine' 'machines' 'computer' 'computers'], predicted=computers
question=['machine' 'machines' 'dog' 'dogs'], predicted=dogs
question=['machine' 'machines' 'dollar' 'dollars'], predicted=dollars
question=['machine' 'machines' 'dream' 'dreams'], predicted=dreams
question=['machine' 'machines' 'elephant' 'elephants'], predicted=elephants
question=['machine' 'machines' 'eye' 'eyes'], predicted=eyes
question=['machine' 'machines' 'finger' 'fingers'], predicted=fingers
question=['machine' 'machines' 'goat' 'goats'], predicted=goats
question=['machine' 'machines' 'hand' 'hands'], predicted=hands
question=['machine' 'machines' 'horse' 'horses'], predicted=horses
question=['mango' 'mangoes' 'mouse' 'mice'], predicted=mice
question=['mango' 'mangoes' 'bird' 'birds'], predicted=birds
question=['mango' 'mangoes' 'car' 'cars'], predicted=cars
question=['mango' 'mangoes' 'cat' 'cats'], predicted=cats
question=['mango' 'mangoes' 'child' 'children'], predicted=children
question=['mango' 'mangoes' 'cloud' 'clouds'], predicted=clouds
question=['mango' 'mangoes' 'computer' 'computers'], predicted=computers
question=['mango' 'mangoes' 'dollar' 'dollars'], predicted=dollars
question=['mango' 'mangoes' 'dream' 'dreams'], predicted=dreams
question=['mango' 'mangoes' 'elephant' 'elephants'], predicted=elephants
question=['mango' 'mangoes' 'goat' 'goats'], predicted=goats
question=['mango' 'mangoes' 'horse' 'horses'], predicted=horses
question=['mango' 'mangoes' 'machine' 'machines'], predicted=machines
question=['man' 'men' 'mouse' 'mice'], predicted=mice
question=['man' 'men' 'pig' 'pigs'], predicted=pigs
question=['man' 'men' 'pineapple' 'pineapples'], predicted=pineapples
question=['man' 'men' 'road' 'roads'], predicted=roads
question=['man' 'men' 'woman' 'women'], predicted=women
question=['man' 'men' 'bird' 'birds'], predicted=birds
question=['man' 'men' 'building' 'buildings'], predicted=buildings
question=['man' 'men' 'car' 'cars'], predicted=cars
question=['man' 'men' 'cat' 'cats'], predicted=cats
question=['man' 'men' 'child' 'children'], predicted=children
question=['man' 'men' 'cloud' 'clouds'], predicted=clouds
question=['man' 'men' 'color' 'colors'], predicted=colors
question=['man' 'men' 'dog' 'dogs'], predicted=dogs
question=['man' 'men' 'dollar' 'dollars'], predicted=dollars
question=['man' 'men' 'dream' 'dreams'], predicted=dreams
question=['man' 'men' 'elephant' 'elephants'], predicted=elephants
question=['man' 'men' 'eye' 'eyes'], predicted=eyes
question=['man' 'men' 'finger' 'fingers'], predicted=fingers
question=['man' 'men' 'goat' 'goats'], predicted=goats
question=['man' 'men' 'hand' 'hands'], predicted=hands
question=['man' 'men' 'horse' 'horses'], predicted=horses
question=['melon' 'melons' 'woman' 'women'], predicted=women
question=['melon' 'melons' 'bird' 'birds'], predicted=birds
question=['melon' 'melons' 'car' 'cars'], predicted=cars
question=['melon' 'melons' 'cat' 'cats'], predicted=cats
question=['melon' 'melons' 'child' 'children'], predicted=children
question=['melon' 'melons' 'computer' 'computers'], predicted=computers
question=['melon' 'melons' 'dog' 'dogs'], predicted=dogs
question=['melon' 'melons' 'dream' 'dreams'], predicted=dreams
question=['melon' 'melons' 'goat' 'goats'], predicted=goats
question=['melon' 'melons' 'hand' 'hands'], predicted=hands
question=['melon' 'melons' 'horse' 'horses'], predicted=horses
question=['melon' 'melons' 'man' 'men'], predicted=men
question=['monkey' 'monkeys' 'mouse' 'mice'], predicted=mice
question=['monkey' 'monkeys' 'road' 'roads'], predicted=roads
question=['monkey' 'monkeys' 'bird' 'birds'], predicted=birds
question=['monkey' 'monkeys' 'building' 'buildings'], predicted=buildings
question=['monkey' 'monkeys' 'car' 'cars'], predicted=cars
question=['monkey' 'monkeys' 'cat' 'cats'], predicted=cats
question=['monkey' 'monkeys' 'child' 'children'], predicted=children
question=['monkey' 'monkeys' 'cloud' 'clouds'], predicted=clouds
question=['monkey' 'monkeys' 'dream' 'dreams'], predicted=dreams
question=['monkey' 'monkeys' 'elephant' 'elephants'], predicted=elephants
question=['monkey' 'monkeys' 'eye' 'eyes'], predicted=eyes
question=['monkey' 'monkeys' 'finger' 'fingers'], predicted=fingers
question=['monkey' 'monkeys' 'hand' 'hands'], predicted=hands
question=['monkey' 'monkeys' 'horse' 'horses'], predicted=horses
question=['monkey' 'monkeys' 'machine' 'machines'], predicted=machines
question=['mouse' 'mice' 'onion' 'onions'], predicted=onions
question=['mouse' 'mice' 'rat' 'rats'], predicted=rats
question=['mouse' 'mice' 'road' 'roads'], predicted=roads
question=['mouse' 'mice' 'woman' 'women'], predicted=women
question=['mouse' 'mice' 'bird' 'birds'], predicted=birds
question=['mouse' 'mice' 'building' 'buildings'], predicted=buildings
question=['mouse' 'mice' 'car' 'cars'], predicted=cars
question=['mouse' 'mice' 'cat' 'cats'], predicted=cats
question=['mouse' 'mice' 'child' 'children'], predicted=children
question=['mouse' 'mice' 'cloud' 'clouds'], predicted=clouds
question=['mouse' 'mice' 'color' 'colors'], predicted=colors
question=['mouse' 'mice' 'computer' 'computers'], predicted=computers
question=['mouse' 'mice' 'dog' 'dogs'], predicted=dogs
question=['mouse' 'mice' 'dollar' 'dollars'], predicted=dollars
question=['mouse' 'mice' 'dream' 'dreams'], predicted=dreams
question=['mouse' 'mice' 'elephant' 'elephants'], predicted=elephants
question=['mouse' 'mice' 'eye' 'eyes'], predicted=eyes
question=['mouse' 'mice' 'finger' 'fingers'], predicted=fingers
question=['mouse' 'mice' 'goat' 'goats'], predicted=goats
question=['mouse' 'mice' 'hand' 'hands'], predicted=hands
question=['mouse' 'mice' 'horse' 'horses'], predicted=horses
question=['mouse' 'mice' 'man' 'men'], predicted=men
question=['onion' 'onions' 'bird' 'birds'], predicted=birds
question=['onion' 'onions' 'building' 'buildings'], predicted=buildings
question=['onion' 'onions' 'car' 'cars'], predicted=cars
question=['onion' 'onions' 'cloud' 'clouds'], predicted=clouds
question=['onion' 'onions' 'dream' 'dreams'], predicted=dreams
question=['onion' 'onions' 'finger' 'fingers'], predicted=fingers
question=['onion' 'onions' 'goat' 'goats'], predicted=goats
question=['onion' 'onions' 'hand' 'hands'], predicted=hands
question=['onion' 'onions' 'horse' 'horses'], predicted=horses
question=['pear' 'pears' 'pineapple' 'pineapples'], predicted=pineapples
question=['pear' 'pears' 'road' 'roads'], predicted=roads
question=['pear' 'pears' 'woman' 'women'], predicted=women
question=['pear' 'pears' 'bird' 'birds'], predicted=birds
question=['pear' 'pears' 'building' 'buildings'], predicted=buildings
question=['pear' 'pears' 'car' 'cars'], predicted=cars
question=['pear' 'pears' 'cat' 'cats'], predicted=cats
question=['pear' 'pears' 'child' 'children'], predicted=children
question=['pear' 'pears' 'computer' 'computers'], predicted=computers
question=['pear' 'pears' 'dog' 'dogs'], predicted=dogs
question=['pear' 'pears' 'dream' 'dreams'], predicted=dreams
question=['pear' 'pears' 'elephant' 'elephants'], predicted=elephants
question=['pear' 'pears' 'eye' 'eyes'], predicted=eyes
question=['pear' 'pears' 'horse' 'horses'], predicted=horses
question=['pear' 'pears' 'man' 'men'], predicted=men
question=['pig' 'pigs' 'pineapple' 'pineapples'], predicted=pineapples
question=['pig' 'pigs' 'road' 'roads'], predicted=roads
question=['pig' 'pigs' 'woman' 'women'], predicted=women
question=['pig' 'pigs' 'bird' 'birds'], predicted=birds
question=['pig' 'pigs' 'bottle' 'bottles'], predicted=bottles
question=['pig' 'pigs' 'building' 'buildings'], predicted=buildings
question=['pig' 'pigs' 'car' 'cars'], predicted=cars
question=['pig' 'pigs' 'cat' 'cats'], predicted=cats
question=['pig' 'pigs' 'child' 'children'], predicted=children
question=['pig' 'pigs' 'computer' 'computers'], predicted=computers
question=['pig' 'pigs' 'dog' 'dogs'], predicted=dogs
question=['pig' 'pigs' 'dream' 'dreams'], predicted=dreams
question=['pig' 'pigs' 'elephant' 'elephants'], predicted=elephants
question=['pig' 'pigs' 'goat' 'goats'], predicted=goats
question=['pig' 'pigs' 'horse' 'horses'], predicted=horses
question=['pig' 'pigs' 'lion' 'lions'], predicted=lions
question=['pig' 'pigs' 'machine' 'machines'], predicted=machines
question=['pig' 'pigs' 'man' 'men'], predicted=men
question=['pig' 'pigs' 'mouse' 'mice'], predicted=mice
question=['pineapple' 'pineapples' 'road' 'roads'], predicted=roads
question=['pineapple' 'pineapples' 'woman' 'women'], predicted=women
question=['pineapple' 'pineapples' 'banana' 'bananas'], predicted=bananas
question=['pineapple' 'pineapples' 'bird' 'birds'], predicted=birds
question=['pineapple' 'pineapples' 'building' 'buildings'], predicted=buildings
question=['pineapple' 'pineapples' 'car' 'cars'], predicted=cars
question=['pineapple' 'pineapples' 'cat' 'cats'], predicted=cats
question=['pineapple' 'pineapples' 'cloud' 'clouds'], predicted=clouds
question=['pineapple' 'pineapples' 'color' 'colors'], predicted=colors
question=['pineapple' 'pineapples' 'computer' 'computers'], predicted=computers
question=['pineapple' 'pineapples' 'dog' 'dogs'], predicted=dogs
question=['pineapple' 'pineapples' 'dream' 'dreams'], predicted=dreams
question=['pineapple' 'pineapples' 'elephant' 'elephants'], predicted=elephants
question=['pineapple' 'pineapples' 'finger' 'fingers'], predicted=fingers
question=['pineapple' 'pineapples' 'goat' 'goats'], predicted=goats
question=['pineapple' 'pineapples' 'horse' 'horses'], predicted=horses
question=['pineapple' 'pineapples' 'machine' 'machines'], predicted=machines
question=['pineapple' 'pineapples' 'man' 'men'], predicted=men
question=['rat' 'rats' 'road' 'roads'], predicted=roads
question=['rat' 'rats' 'woman' 'women'], predicted=women
question=['rat' 'rats' 'bird' 'birds'], predicted=birds
question=['rat' 'rats' 'building' 'buildings'], predicted=buildings
question=['rat' 'rats' 'car' 'cars'], predicted=cars
question=['rat' 'rats' 'cat' 'cats'], predicted=cats
question=['rat' 'rats' 'child' 'children'], predicted=children
question=['rat' 'rats' 'computer' 'computers'], predicted=computers
question=['rat' 'rats' 'elephant' 'elephants'], predicted=elephants
question=['rat' 'rats' 'eye' 'eyes'], predicted=eyes
question=['rat' 'rats' 'finger' 'fingers'], predicted=fingers
question=['rat' 'rats' 'goat' 'goats'], predicted=goats
question=['rat' 'rats' 'hand' 'hands'], predicted=hands
question=['rat' 'rats' 'horse' 'horses'], predicted=horses
question=['rat' 'rats' 'man' 'men'], predicted=men
question=['rat' 'rats' 'mouse' 'mice'], predicted=mice
question=['rat' 'rats' 'pig' 'pigs'], predicted=pigs
question=['rat' 'rats' 'pineapple' 'pineapples'], predicted=pineapples
question=['road' 'roads' 'woman' 'women'], predicted=women
question=['road' 'roads' 'bird' 'birds'], predicted=birds
question=['road' 'roads' 'bottle' 'bottles'], predicted=bottles
question=['road' 'roads' 'building' 'buildings'], predicted=buildings
question=['road' 'roads' 'car' 'cars'], predicted=cars
question=['road' 'roads' 'child' 'children'], predicted=children
question=['road' 'roads' 'cloud' 'clouds'], predicted=clouds
question=['road' 'roads' 'color' 'colors'], predicted=colors
question=['road' 'roads' 'computer' 'computers'], predicted=computers
question=['road' 'roads' 'cow' 'cows'], predicted=cows
question=['road' 'roads' 'elephant' 'elephants'], predicted=elephants
question=['road' 'roads' 'eye' 'eyes'], predicted=eyes
question=['road' 'roads' 'goat' 'goats'], predicted=goats
question=['road' 'roads' 'horse' 'horses'], predicted=horses
question=['road' 'roads' 'machine' 'machines'], predicted=machines
question=['road' 'roads' 'man' 'men'], predicted=men
question=['road' 'roads' 'mouse' 'mice'], predicted=mice
question=['road' 'roads' 'pig' 'pigs'], predicted=pigs
question=['road' 'roads' 'rat' 'rats'], predicted=rats
question=['snake' 'snakes' 'bird' 'birds'], predicted=birds
question=['snake' 'snakes' 'car' 'cars'], predicted=cars
question=['snake' 'snakes' 'cat' 'cats'], predicted=cats
question=['snake' 'snakes' 'child' 'children'], predicted=children
question=['snake' 'snakes' 'cloud' 'clouds'], predicted=clouds
question=['snake' 'snakes' 'computer' 'computers'], predicted=computers
question=['snake' 'snakes' 'cow' 'cows'], predicted=cows
question=['snake' 'snakes' 'dog' 'dogs'], predicted=dogs
question=['snake' 'snakes' 'dream' 'dreams'], predicted=dreams
question=['snake' 'snakes' 'elephant' 'elephants'], predicted=elephants
question=['snake' 'snakes' 'finger' 'fingers'], predicted=fingers
question=['snake' 'snakes' 'goat' 'goats'], predicted=goats
question=['snake' 'snakes' 'horse' 'horses'], predicted=horses
question=['snake' 'snakes' 'mouse' 'mice'], predicted=mice
question=['snake' 'snakes' 'road' 'roads'], predicted=roads
question=['woman' 'women' 'bird' 'birds'], predicted=birds
question=['woman' 'women' 'building' 'buildings'], predicted=buildings
